24,0.18,2.50,2.50,0.03
25,0.17,2.50,2.50,0.14
26,0.17,2.50,2.50,0.15
27,0.17,2.50,2.50,0.13
28,0.18,2.50,2.50,0.15
29,0.17,2.50,2.50,0.14
30,0.18,2.50,2.50,0.14
31,0.17,2.50,2.49,0.14
32,0.17,2.50,2.49,0.15
33,0.00,2.49,2.49,0.04
34,0.17,2.50,2.50,0.14
35,0.17,2.50,2.49,0.15
36,0.17,2.50,2.50,0.14
37,0.18,2.50,2.50,0.15
38,0.17,2.50,2.49,0.15
39,0.18,2.50,2.50,0.15
40,0.17,2.50,2.49,0.14
41,0.17,2.50,2.50,0.15
42,0.17,2.49,2.49,0.14
43,0.17,2.50,2.50,0.15
44,0.00,2.49,2.49,0.03
45,0.00,2.49,2.49,0.03
46,0.00,2.49,2.49,0.03
47,0.00,2.49,2.49,0.03
48,0.00,2.49,2.49,0.03
49,0.00,2.49,2.49,0.03
50,0.00,2.49,2.49,0.03
51,0.00,2.49,2.49,0.04
52,0.00,2.49,2.49,0.04
53,0.07,2.49,2.49,0.04
54,0.00,2.49,2.49,0.04
55,0.00,2.49,2.49,0.04
56,0.00,2.49,2.49,0.04
57,0.00,2.49,2.49,0.04
58,0.00,2.49,2.49,0.04
60,0.00,2.49,2.49,0.04
61,0.00,2.49,2.49,0.04
62,0.00,2.49,2.49,0.04
63,0.00,2.49,2.49,0.04
64,0.00,2.49,2.49,0.03
65,0.00,2.49,2.49,0.04
66,0.00,2.50,2.49,0.03
67,0.00,2.49,2.49,0.03
68,0.02,2.49,2.49,0.03
69,0.00,2.50,2.49,0.03
70,0.00,2.50,2.49,0.03
71,0.00,2.49,2.49,0.03
72,0.00,2.49,2.49,0.02
73,0.00,2.49,2.49,0.03
74,0.00,2.50,2.49,0.02
75,0.00,2.50,2.49,0.02
76,0.00,2.50,2.49,0.02
77,0.00,2.50,2.49,0.02
78,0.00,2.50,2.49,0.02
79,0.00,2.49,2.49,0.02
80,0.00,2.50,2.49,0.01
81,0.00,2.49,2.49,0.01
82,0.00,2.49,2.49,0.01
83,0.00,2.49,2.49,0.01
84,0.00,2.50,2.50,0.02
85,0.01,2.49,2.50,0.01
86,0.00,2.49,2.49,0.01
87,0.00,2.49,2.49,0.01
88,0.15,2.49,2.49,0.01
89,0.03,2.49,2.49,0.02
90,0.00,2.62,2.62,0.03
91,0.02,2.62,2.62,0.03
92,0.21,2.63,2.62,0.02
93,0.29,2.62,2.62,0.03
94,0.09,2.62,2.63,0.03
95,0.15,2.62,2.63,0.03
96,0.23,2.62,2.62,0.02
97,0.25,2.62,2.63,0.03
98,0.24,2.63,2.63,0.02
99,0.29,2.62,2.63,0.03
100,0.36,2.62,2.62,0.02
101,0.37,2.62,2.62,0.03
102,0.38,2.62,2.62,0.03
103,0.39,2.62,2.61,0.03
104,0.42,2.60,2.60,0.03
105,0.41,2.60,2.59,0.02
106,0.37,2.59,2.59,0.03
107,0.35,2.59,2.59,0.03
108,0.32,2.59,2.59,0.03
109,0.30,2.59,2.59,0.03
110,0.10,2.59,2.59,0.03
111,0.06,2.59,2.59,0.03
112,0.81,2.59,2.60,0.02
113,0.80,2.59,2.59,0.03
114,0.85,2.59,2.60,0.03
115,0.41,2.60,2.60,0.02
116,0.06,2.60,2.60,0.03
117,0.21,2.60,2.60,0.03
118,0.90,2.60,2.60,0.03
119,0.68,2.60,2.60,0.03
120,0.28,2.60,2.60,0.03
121,0.00,2.60,2.60,0.04
122,0.00,2.60,2.60,0.04
123,0.00,2.60,2.60,0.04
124,0.00,2.60,2.60,0.04
125,0.00,2.60,2.60,0.04
126,0.00,2.60,2.60,0.04
