25,775,0.62,43.00,23.00,22.48
26,741,0.60,43.00,23.00,22.48
27,778,0.63,43.00,23.00,22.48
28,742,0.60,43.00,23.00,22.48
29,768,0.62,43.00,23.00,22.48
30,737,0.59,43.00,23.00,22.48
31,771,0.62,43.00,23.00,22.48
32,738,0.59,43.00,23.00,22.48
33,768,0.62,43.00,23.00,22.48
34,737,0.59,43.00,23.00,22.48
35,768,0.62,43.00,23.00,22.48
36,739,0.60,43.00,23.00,22.48
37,773,0.62,43.00,23.00,22.48
38,738,0.59,43.00,23.00,22.48
39,769,0.62,43.00,23.00,22.48
40,738,0.59,43.00,23.00,22.48
41,772,0.62,43.00,23.00,22.48
42,737,0.59,43.00,23.00,22.48
43,768,0.62,43.00,23.00,22.48
44,739,0.60,43.00,23.00,22.48
45,770,0.62,43.00,23.00,22.48
46,737,0.59,43.00,23.00,22.48
47,769,0.62,43.00,23.00,22.48
48,737,0.59,43.00,23.00,22.48
49,769,0.62,43.00,23.00,22.48
50,737,0.59,43.00,23.00,22.48
51,769,0.62,43.00,23.00,22.48
52,737,0.59,43.00,23.00,22.48
53,768,0.62,43.00,23.00,22.48
54,737,0.59,43.00,23.00,22.48
55,769,0.62,43.00,23.00,22.48
56,738,0.59,43.00,23.00,22.48
57,769,0.62,43.00,23.00,22.48
58,737,0.59,43.00,23.00,22.48
59,768,0.62,43.00,23.00,22.48
60,739,0.60,43.00,23.00,22.48
61,777,0.63,43.00,23.00,22.48
62,741,0.60,43.00,23.00,22.48
63,771,0.62,43.00,23.00,22.48
64,742,0.60,43.00,23.00,22.48
65,778,0.63,43.00,23.00,22.48
66,743,0.60,43.00,23.00,22.48
67,778,0.63,43.00,23.00,22.48
68,742,0.60,43.00,23.00,22.48
69,777,0.63,43.00,23.00,22.48
70,741,0.60,43.00,23.00,22.48
71,777,0.63,43.00,23.00,22.48
72,741,0.60,43.00,23.00,22.48
73,773,0.62,43.00,23.10,22.59
74,738,0.59,43.00,23.10,22.59
75,775,0.62,43.00,23.10,22.59
76,738,0.59,43.00,23.10,22.59
77,777,0.63,43.00,23.10,22.59
78,739,0.60,43.00,23.10,22.59
79,775,0.62,43.00,23.10,22.59
80,743,0.60,43.00,23.10,22.59
81,777,0.63,43.00,23.10,22.59
82,741,0.60,43.00,23.10,22.59
83,775,0.62,43.00,23.10,22.59
84,740,0.60,43.00,23.10,22.59
85,763,0.61,43.00,23.00,22.48
86,740,0.60,43.00,23.00,22.48
87,778,0.63,43.00,23.10,22.59
88,740,0.60,43.00,23.10,22.59
89,777,0.63,43.00,23.00,22.48
90,742,0.60,43.00,23.00,22.48
91,775,0.62,43.00,23.00,22.48
92,738,0.59,43.00,23.00,22.48
93,777,0.63,43.00,23.10,22.59
94,739,0.60,43.00,23.10,22.59
95,767,0.62,43.00,23.10,22.59
96,738,0.59,43.00,23.10,22.59
97,769,0.62,43.00,23.00,22.48
98,740,0.60,43.00,23.00,22.48
99,776,0.63,43.00,23.10,22.59
100,736,0.59,43.00,23.10,22.59
101,767,0.62,43.00,23.10,22.59
102,737,0.59,43.00,23.10,22.59
103,767,0.62,43.00,23.10,22.59
104,736,0.59,43.00,23.10,22.59
105,768,0.62,43.00,23.10,22.59
106,737,0.59,43.00,23.10,22.59
107,769,0.62,43.00,23.00,22.48
108,756,0.61,43.00,23.00,22.48
109,768,0.62,43.00,23.10,22.59
110,737,0.59,43.00,23.10,22.59
111,769,0.62,43.00,23.10,22.59
112,737,0.59,43.00,23.10,22.59
113,769,0.62,43.00,23.10,22.59
114,737,0.59,43.00,23.10,22.59
115,769,0.62,43.00,23.10,22.59
116,741,0.60,43.00,23.10,22.59
117,775,0.62,43.00,23.10,22.59
118,741,0.60,43.00,23.10,22.59
119,767,0.62,43.00,23.00,22.48
120,741,0.60,43.00,23.00,22.48
121,777,0.63,43.00,23.10,22.59
122,742,0.60,43.00,23.10,22.59
123,773,0.62,43.00,23.10,22.59
124,752,0.61,43.00,23.10,22.59
125,775,0.62,43.00,23.00,22.48
126,742,0.60,43.00,23.00,22.48
127,775,0.62,43.00,23.10,22.59
128,743,0.60,43.00,23.10,22.59
129,774,0.62,43.00,23.10,22.59
130,738,0.59,43.00,23.10,22.59
131,774,0.62,43.00,23.10,22.59
132,742,0.60,43.00,23.10,22.59
133,773,0.62,43.00,23.10,22.59
134,741,0.60,43.00,23.10,22.59
135,777,0.63,43.00,23.10,22.59
136,745,0.60,43.00,23.10,22.59
137,774,0.62,43.00,23.10,22.59
138,739,0.60,43.00,23.10,22.59
139,778,0.63,43.00,23.00,22.48
140,741,0.60,43.00,23.00,22.48
141,776,0.63,43.00,23.00,22.48
142,742,0.60,43.00,23.00,22.48
143,775,0.62,43.00,23.00,22.48
144,742,0.60,43.00,23.00,22.48
145,778,0.63,43.00,23.10,22.59
146,741,0.60,43.00,23.10,22.59
147,779,0.63,43.00,23.00,22.48
148,742,0.60,43.00,23.00,22.48
149,778,0.63,43.00,23.10,22.59
150,741,0.60,43.00,23.10,22.59
151,775,0.62,43.00,23.10,22.59
152,741,0.60,43.00,23.10,22.59
153,778,0.63,43.00,23.00,22.48
154,741,0.60,43.00,23.00,22.48
155,775,0.62,43.00,23.00,22.48
156,740,0.60,43.00,23.00,22.48
157,773,0.62,43.00,23.10,22.59
158,741,0.60,43.00,23.10,22.59
159,775,0.62,43.00,23.10,22.59
160,739,0.60,43.00,23.10,22.59
161,775,0.62,43.00,23.00,22.48
162,741,0.60,43.00,23.00,22.48
163,775,0.62,43.00,23.00,22.48
164,740,0.60,43.00,23.00,22.48
165,775,0.62,43.00,23.00,22.48
166,742,0.60,43.00,23.00,22.48
167,778,0.63,43.00,23.00,22.48
168,740,0.60,43.00,23.00,22.48
169,770,0.62,43.00,23.00,22.48
170,742,0.60,43.00,23.00,22.48
171,778,0.63,43.00,23.00,22.48
172,738,0.59,43.00,23.00,22.48
173,777,0.63,43.00,23.00,22.48
174,741,0.60,43.00,23.00,22.48
175,776,0.63,43.00,23.10,22.59
176,741,0.60,43.00,23.10,22.59
177,778,0.63,43.00,23.00,22.48
178,741,0.60,43.00,23.00,22.48
179,779,0.63,43.00,23.00,22.48
